"id","vocabulary_text","vocabulary_sound","kanji_text","kanji_meaning","vocabulary_meaning","highlighted","lesson_id"
"1509","のせます","nosemasu.mp3","載せます","TẢI","để lên, đặt lên","","34"
"1510","これでいいですか。","koredeiidesuka.mp3","","","Thế này có được không?/thế này đã được chưa?","","34"
"1511","にがい","nigai.mp3","苦い","KHỔ","đắng","","34"
"1512","おやこどんぶり","oyakodonburi.wav","親子どんぶり","THÂN TỬ","món oyako-don (món cơm bát tô có thịt trứng ở trên)","","34"
"1513","ざいりょう","zairyou.wav","材料","TÀI LIỆU","nguyên liệu","","34"
"1514","―ぶん-","bun.wav","―分","PHÂN","-suất, – người","","34"
"1515","とりにく","toriniku.wav","鳥肉","ĐIỂU NHỤC","thịt gà","","34"
"1516","―グラム","guramu.wav","","","- gam","","34"
"1517","―こ-","ko.wav","―個","CÁ","-cái, -quả, - miếng (dùng để đếm vật nhỏ)","","34"
"1518","たまねぎ","tamanegi.wav","","","hành củ","","34"
"1519","よんぶんのいち","yonbunnoichi.wav","4分の１　（１/４）","PHÂN","một phần tư","","34"
"1520","ちょうみりょう","choumiryou.wav","調味料","ĐIỀU VỊ LIỆU","gia vị","","34"
"1521","なべ","nabe.wav","","","cái chảo, cái nồi","","34"
"1522","ひ","hi.wav","火","HỎA","lửa","","34"
"1523","ひにかけます","hinikakemasu.wav","火にかけます","HỎA","cho qua lửa, đun","","34"
"1524","にます","nimasu.wav","煮ます","CHỬ","nấu","","34"
"1525","にえます","niemasu.wav","煮えます","CHỬ","chín, được nấu","","34"
"1526","どんぶり","donburi.wav","","","cái bát","","34"
"1527","[はなが～]さきます","sakimasu.mp3","[花が～]咲きます","HOA TIẾU","nở [hoa ~]","","35"
"1528","[いろが～] かわります","kawarimasu.mp3","[色が～] 変わります","SẮC BIẾN","thay đổi, đổi [màu]","","35"
"1529","こまります","komarimasu.mp3","困ります","KHỐN","rắc rối, khó xử, có vấn đề","","35"
"1530","[まるを～] つけます","tsukemasu.mp3","[丸を～]付けます","HOÀN PHÓ","vẽ, đánh dấu [tròn]","","35"
"1531","ひろいます","hiroimasu.mp3","拾います","THẬP","nhặt, nhặt lên","","35"
"1532","[でんわが～]かかります","kakarimasu.mp3","[電話が～]","ĐIỆN THOẠI","có điện thoại","","35"
"1533","らく[な]","raku.mp3","楽[な]","LẠC/NHẠC","thoải mái, nhàn hạ, dễ dàng","","35"
"1534","ただしい","tadashii.mp3","正しい","CHÍNH","đúng, chính xác","","35"
"1535","めずらしい","mezurashii.mp3","珍しい","TRÂN","hiếm, hiếm có","","35"
"1536","かた","kata.mp3","方","PHƯƠNG","vị, người (cách nói kính trọng của ひと)","","35"
"1537","むこう","mukou.mp3","向こう","HƯỚNG","bên kia, bên đấy, phía đằng kia","","35"
"1538","しま","shima.mp3","島","ĐẢO","đảo, hòn đảo","","35"
"1539","むら","mura.mp3","村","THÔN","làng","","35"
"1540","みなと","minato.mp3","港","CẢNG","cảng, bến cảng","","35"
"1541","きんじょ","kinjo.mp3","近所","CẬN SỞ","hàng xóm, khu vực lân cận","","35"
"1542","おくじょう","okujou.mp3","屋上","ỐC THƯỢNG","mái nhà, nóc nhà","","35"
"1543","かいがい","kaigai.mp3","海外","HẢI NGOẠI","nước ngoài hải ngoại","","35"
"1544","やまのぼり","yamanobori.mp3","山登り","SƠN ĐĂNG","leo núi","","35"
"1545","ハイキング","k_haikingu.mp3","","","leo núi, đi bộ trên núi","","35"
"1546","きかい","kikai.mp3","機会","CƠ HỘI","cơ hội","","35"
"1547","きょか","kyoka.mp3","許可","HỨA KHẢ","phép, giấy phép","","35"
"1548","まる","maru.mp3","丸","HOÀN","tròn, vòng tròn","","35"
"1549","そうさ","sousa.mp3","操作","THAO TÁC","thao tác","","35"
"1550","ほうほう","houhou.mp3","方法","PHƯƠNG PHÁP","phương pháp","","35"
"1551","せつび","setsubi.mp3","設備","THIẾT BỊ","thiết bị","","35"
"1552","カーテン","k_kaaten.mp3","","","cái rèm","","35"
"1553","ひも","himo.mp3","","","sợi dây","","35"
"1554","ふた","futa.mp3","","","cái nắp","","35"
"1555","は","ha.mp3","葉","DIỆP","cái lá","","35"
"1556","きょく","kyoku.mp3","曲","KHÚC","bài hát, bản nhạc","","35"
"1557","たのしみ","tanoshimi.mp3","楽しみ","NHẠC","niềm vui, điều vui","","35"
"1558","もっと","motto.mp3","","","hơn, nữa","","35"
"1559","はじめに","hajimeni.mp3","初めに","SƠ","đầu tiên, trước hết","","35"
"1560","これでおわります。","koredeowarimasu.mp3","これで終わります。","CHUNG","Đến đây là hết./ Chúng ta dừng lại ở đây.","","35"
"1561","はこね","hakone.wav","箱根","TƯƠNG CĂN","một địa điểm nghỉ ngơi ở tỉnh Kanagawa","","35"
"1562","にっこう","nikkou.wav","日光","NHẬT QUANG","một địa điểm du lịch ở Tochigi","","35"
"1563","しろうま","shirouma.wav","白馬","BẠCH MÃ","một địa điểm du lịch ở tỉnh Nagano","","35"
"1564","アフリカ","afurika.wav","","","châu Phi (Africa)","","35"
"1565","それなら","sorenara.mp3","","","nếu thế thì, vậy thì","","35"
"1566","やこうバス","yakoubasu.mp3","夜行バス","DẠ HÀNH","(chuyến) xe buýt chạy đêm","","35"
"1567","りょこうしゃ","ryokousya.mp3","旅行社","LỮ HÀNH XÃ","công ty du lịch","","35"
"1568","くわしい","kuwashii.mp3","詳しい","TƯỜNG","cụ thể, chi tiết","","35"
"1569","スキーじょう","k_sukiijou.mp3","スキー場","TRƯỜNG","địa điểm trượt tuyết, bãi trượt tuyết","","35"
"1570","くさつ","kusatsu.wav","草津","THẢO TÂN","một địa điểm du lịch ở tỉnh Gunma","","35"
"1571","しがこうげん","shigakogen.wav","志賀高原","CHÍ HẠ CAO NGUYÊN","một công viên quốc gia ở tỉnh Nagano","","35"
"1572","しゅ","shu.wav","朱","CHÂU/CHU","đỏ, màu đỏ","","35"
"1573","まじわります","majiwarimasu.wav","交わります","GIAO","giao lưu với, quan hệ với","","35"
"1574","ことわざ","kotowaza.wav","","","ngạn ngữ, tục ngữ (proverb)","","35"
"1575","なかよくします","nakayokushimasu.wav","仲よくします","TRỌNG","quan hệ tốt với, chơi thân với","","35"
"1576","ひつよう「な」","hitsuyou.wav","必要[な]","TẤT YẾU","cần thiết","","35"
"1577","[にもつが～] とどきます","todokimasu.mp3","[荷物が～]届きます","HÀ VẬT GIỚI","được gởi đến, được chuyển đến [hành lý ~]","","36"
"1578","[しあいに～]　でます","demasu.mp3","[試合に～]出ます","THÍ HỢP XUẤT","tham gia, tham dự [trận đấu]","","36"
"1579","[ワープロを～]うちます","uchimasu.mp3","[ワープロを～]打ちます","ĐẢ","đánh [máy chữ]","","36"
"1580","ちょきんします","chokinshimasu.mp3","貯金します","TRỮ KIM","tiết kiệm tiền, để dành tiền","","36"
"1581","ふとります","futorimasu.mp3","太ります","THÁI","béo lên, tăng cân","","36"
"1582","やせます","yasemasu.mp3","","","gầy đi, giảm cân","","36"
"1583","[７じを～] すぎます","sugimasu.mp3","[７時を～]過ぎます","THÌ QUÁ","quá, qua [7 giờ]","","36"
"1584","[しゅうかんに～] なれます","naremasu.mp3","[習慣に～]慣れます","TẬP QUÁN QUÁN","làm quen với [tập quán]","","36"
"1585","かたい","katai.mp3","硬い","NGẠNH","cứng","","36"
"1586","やわらかい","yawarakai.mp3","軟らかい","NHUYỄN","mềm","","36"
"1587","でんし～","denshi.mp3","電子～","ĐIỆN TỬ","~ điện tử","","36"
"1588","けいたい～","keitai.mp3","携帯～","HUỀ ĐỚI ~","cầm tay","","36"
"1589","こうじょう","koujou.mp3","工場","CÔNG TRƯỜNG","nhà máy, phân xưởng","","36"
"1590","けんこう","kenkou.mp3","健康","KIỆN KHANG","sức khỏe","","36"
"1591","けんどう","kendou.mp3","剣道","KIẾM ĐẠO","kiếm đạo","","36"
"1592","まいしゅう","maisyuu.mp3","毎週","MỖI CHU","hàng tuần","","36"
"1593","まいつき","maitsuki.mp3","毎月","MỖI NGUYỆT","hàng tháng","","36"
"1594","まいとし（まいねん）","maitoshi.mp3","毎年","MỖI NIÊN","hàng năm","","36"
"1595","やっと","yatto.mp3","","","cuối cùng thì","","36"
"1596","かなり","kanari.mp3","","","khá, tương đối","","36"
"1597","かならず","kanarazu.mp3","必ず","TẤT","nhất định","","36"
"1598","ぜったいに","zettaini.mp3","絶対に","TUYỆT ĐỐI","nhất định, tuyệt đối","","36"
"1599","じょうずに","jouzuni.mp3","上手に","THƯỢNG THỦ","giỏi, khéo","","36"
"1600","できるだけ","dekirudake.mp3","","","cố gắng","","36"
"1601","このごろ","konogoro.mp3","","","gần đây, dạo này","","36"
"1602","～ずつ","zutsu.mp3","","","từng ~, ~ một","","36"
"1603","そのほうが～","sonohouga.mp3","","","cái đó ~ hơn, như thế ~ hơn","","36"
"1604","ショパン","shopan.wav","","","Sô-panh, nhà soạn nhạc người Ba Lan (1810-1849)","","36"
"1605","おきゃくさま","okyakusama.mp3","お客様","KHÁCH DẠNG","quý khách, khách hàng","","36"
"1606","とくべつ「な」","tokubetsu.mp3","特別[な]","ĐẶC BIỆT","đặc biệt","","36"
"1607","していらっしゃいます","shiteirassyaimasu.mp3","","","đang làm (tôn kính ngữ của しています)","","36"
"1608","すいえい","suiei.mp3","水泳","THỦY VĨNH","bơi, môn bơi","","36"
"1609","～とか、～とか","toka.mp3","","","~ v.v.","","36"
"1610","タンゴ","k_tango.mp3","","","tăng-gô","","36"
"1611","チャレンジします","k_charenjishimasu.mp3","","","thử, thử thách, dám làm (challenge)","","36"
"1612","きもち","kimochi.mp3","気持ち","KHÍ TRÌ","cảm giác, tâm trạng, tinh thần","","36"
"1613","のりもの","norimono.wav","乗り物","THỪA VẬT","phương tiện đi lại","","36"
"1614","れきし","rekishi.wav","歴史","LỊCH SỬ","lịch sử","","36"
"1615","―せいき","seiki.wav","―世紀","THẾ KỶ","thế kỷ -","","36"
"1616","とおく","tooku.wav","遠く","VIỄN","xa, ở xa","","36"
"1617","きしゃ","kisha.wav","汽車","KHÍ XA","tàu hỏa chạy bằng hơi nước","","36"
"1618","きせん","kisen.wav","汽船","KHÍ THUYỀN","thuyền chạy bằng hơi nước","","36"
"1619","おおぜいの～","oozeino.wav","大勢の～","ĐẠI THẾ","nhiều (người)","","36"
"1620","はこびます","hakobimasu.wav","運びます","VẬN","mang, chở, vận chuyển","","36"
"1621","とびます","tobimasu.wav","飛びます","PHI","bay","","36"
"1622","あんぜん","anzen.wav","安全","AN TOÀN","an toàn","","36"
"1623","うちゅう","uchu.wav","宇宙","VŨ TRỤ","vũ trụ","","36"
"1624","ちきゅう","chikyu.wav","地球","ĐỊA CẦU","địa cầu, trái đất","","36"
"1625","ライトきょうだい","raitokyoudai.wav","ライト兄弟","HUYNH ĐỆ","anh em nhà Wright","","36"
"1626","ほめます","homemasu.mp3","褒めます","BAO","khen","","37"
"1627","しかります","shikarimasu.mp3","","","mắng","","37"
"1628","さそいます","sasoimasu.mp3","誘います","DỤ","mời, rủ","","37"
"1629","おこします","okoshimasu.mp3","起こします","KHỞI","đánh thức","","37"
"1630","しょうたいします","syoutaishimasu.mp3","招待します","CHIÊU ĐÃI","mời","","37"
"1631","たのみます","tanomimasu.mp3","頼みます","LẠI","nhờ","","37"
"1632","ちゅういします","chuuishimasu.mp3","注意します","CHÚ Ý","chú ý, nhắc nhở","","37"
"1633","とります","torimasu.mp3","","","ăn trộm, lấy cắp","","37"
"1634","ふみます","fumimasu.mp3","踏みます","ĐẠP","giẫm, giẫm lên, giẫm vào","","37"
"1635","こわします","kowashimasu.mp3","壊します","HOẠI","phá, làm hỏng","","37"
"1636","よごします","yogoshimasu.mp3","汚します","Ô","làm bẩn","","37"
"1637","おこないます","okonaimasu.mp3","行います","HÀNH","thực hiện, tiến hành","","37"
"1638","ゆしゅつします","yusyutsushimasu.mp3","輸出します","THÂU XUẤT","xuất khẩu","","37"
"1639","ゆにゅうします","yunyuushimasu.mp3","輸入します","THÂU NHẬP","nhập khẩu","","37"
"1640","ほんやくします","honyakushimasu.mp3","翻訳します","PHIÊN DỊCH","dịch (sách, tài liệu)","","37"
"1641","はつめいします","hatsumeishimasu.mp3","発明します","PHÁT MINH","phát minh","","37"
"1642","はっけんします","hakkenshimasu.mp3","発見します","PHÁT KIẾN","phát kiến, tìm ra, tìm thấy","","37"
"1643","せっけいします","sekkeishimasu.mp3","設計します","THIẾT KẾ","thiết kế","","37"
"1644","こめ","kome.mp3","米","MỄ","gạo","","37"
"1645","むぎ","mugi.mp3","麦","MẠCH","lúa mạch","","37"
"1646","せきゆ","sekiyu.mp3","石油","THẠCH DU","dầu mỏ","","37"
"1647","げんりょう","genryou.mp3","原料","NGUYÊN LIỆU","nguyên liệu","","37"
"1648","デート","k_deeto.mp3","","","cuộc hẹn hò (của nam nữ)","","37"
"1649","どろぼう","dorobou.mp3","泥棒","NÊ BỔNG","kẻ trộm","","37"
"1650","けいかん","keikan.mp3","警官","CẢNH QUAN","cảnh sát","","37"
"1651","けんちくか","kenchikuka.mp3","建築家","KIẾN TRÚC GIA","kiến trúc sư","","37"
"1652","かがくしゃ","kagakusya.mp3","科学者","KHOA HỌC GIẢ","nhà khoa học","","37"
"1653","まんが","manga.mp3","漫画","MẠN HỌA","truyện tranh","","37"
"1654","せかいじゅう","sekaijuu.mp3","世界中","THẾ GIỚI TRUNG","khắp thế giới, toàn thế giới","","37"
"1655","～じゅう","juu.mp3","～中","TRUNG","khắp ~, toàn ~","","37"
"1656","～によって","niyotte.mp3","","","do ~","","37"
"1657","よかったですね。","yokattadesune.mp3","","","May nhỉ./ may cho anh/chị nhỉ.","","37"
"1658","ドミニカ","dominika.wav","","","Dominica, tên một quốc gia ở Trung Mỹ","","37"
"1659","ライトきょうだい","raitokyoudai.wav","ライト兄弟","HUYNH ĐỆ","anh em nhà Wright, hai anh em người Mỹ đi tiên phong trong ngành hàng không Wilbur Wright (1867-1912) và Orville Wright (1871-1948)","","37"
"1660","げんじものがたり","genjimonogatari.wav","源氏物語","NGUYÊN THỊ VẬT NGỮ","“chuyện Genji”","","37"
"1661","むらさきしきぶ","murashakishikibu.wav","紫式部","TỬ THỨC BỘ","Nữ tác giả viết “chuyện Genji” sống trong thời Heian","","37"
"1662","グラハム・ベル","gurahamuberu.wav","","","Alexander Graham Bell (1847-1922), nhà phát minh người Mỹ","","37"
"1663","とうしょうぐう","toushouguu.wav","東照宮","ĐÔNG CHIẾU CUNG","tên đền thờ Tokugawa Ieyasu ở Nikko, tỉnh Tochigi","","37"
"1664","えどじだい","edojidai.wav","江戸時代","GIANG HỘ THỜI ĐẠI","thời Edo (1603-1868)","","37"
"1665","サウジアラビア","saujiarabia.wav","","","Ả-rập Xê-út (Saudi Arabia)","","37"
"1666","うめたてます","umetatemasu.wav","埋め立てます","MAI LẬP","lấp (biển)","","37"
"1667","ぎじゅつ","gijutsu.wav","技術","KỸ THUẬT","kỹ thuật","","37"
"1668","とち","tochi.wav","土地","THỔ ĐỊA","đất, diện tích đất","","37"
"1669","そうおん","souon.wav","騒音","TAO ÂM","tiếng ồn","","37"
"1670","りようします","riyoushimasu.wav","利用します","LỢI DỤNG","lợi dụng, sử dụng","","37"
"1671","アクセス","akusesu.wav","","","nối, giao thông đi đến","","37"
"1672","―せいき","seiki.wav","―世紀","THẾ KỶ","thế kỷ -","","37"
"1673","ごうか「な」","gouka.wav","豪華[な]","HÀO HOA","hào hoa, sang trọng","","37"
"1674","ちょうこく","choukoku.wav","彫刻","ĐIÊU KHẮC","điêu khắc","","37"
"1675","ねむります","nemurimasu.wav","眠ります","MIÊN","ngủ","","37"
"1676","ほります","horimasu.wav","彫ります","ĐIÊU","khắc","","37"
"1677","なかま","nakama.wav","仲間","TRỌNG GIAN","bạn bè, đồng nghiệp","","37"
"1678","そのあと","sonoato.wav","","","sau đó","","37"
"1679","いっしょうけんめい","isshokenmei.wav","一生懸命","NHẤT SINH HUYỀN MỆNH","(cố gắng) hết sức, chăm chỉ, miệt mài","","37"
